AccusedMasterID,CaseMasterID,PersonMasterID,AccusedName,AgeYear,GenderID,PersonID,MO
3970,2356,3901,Yash Seshadri,37,M,A1,Fake KYC update call
3971,2356,3902,Ubika Pau,42,F,A2,OTP fraud
3972,2357,3903,Hredhaan Sahni,37,T,A1,Phishing link / fake link
3973,2358,3905,Amol Kant,40,M,A1,Phishing link / fake link
3974,2358,3904,Vasudha Nigam,60,F,A2,Phishing link / fake link
3975,2359,3906,Nidra Pal,31,F,A1,Social media impersonation
3976,2360,3910,Harinakshi Parmer,47,F,A1,Lock-picking
3977,2360,3907,Gavin Panchal,45,T,A2,Lock-picking
3978,2360,3909,Nathan Rajagopalan,22,M,A3,Daylight chain/bag snatching
3979,2360,3908,George Yohannan,45,T,A4,Lock-picking
3980,2361,3912,Sanya Aurora,48,F,A1,Ponzi / fake investment scheme
3981,2361,3911,Raagini Nagi,36,T,A2,Shell company fraud
3982,2362,3913,Indrajit Kari,25,M,A1,Knife-related assault
3983,2363,3914,Advaith Tank,24,M,A1,Unarmed physical assault
3984,2363,3915,Gautami Shere,59,T,A2,Knife-related assault
3985,2364,3916,Chakrika Patla,36,F,A1,Vehicle theft with duplicate key
3986,2364,3917,Nilima Dhar,52,T,A2,Daylight chain/bag snatching
3987,2364,3918,Nihal Rastogi,35,M,A3,Forced window/door entry
3988,2365,3920,Advika Mand,24,F,A1,Persistent online stalking before offence
3989,2365,3919,Zarna Ganguly,32,T,A2,Persistent online stalking before offence
3990,2366,3921,Zayyan Thaman,31,M,A1,Daylight chain/bag snatching
3991,2366,3922,Faqid Tandon,43,T,A2,Daylight chain/bag snatching
3992,2366,3923,Ekta Sami,26,F,A3,Daylight chain/bag snatching
3993,2367,147,Viraj Tara,26,M,A1,Family/relative-perpetrated
3994,2368,3924,Aadhya Anand,53,T,A1,Vehicle theft with duplicate key
3995,2369,3926,Akshay Dutt,31,T,A1,Persistent online stalking before offence
3996,2369,3925,Qadim Som,48,M,A2,Workplace harassment
3997,2370,3927,Mohini Amble,22,F,A1,Phishing link / fake link
3998,2371,178,Reva Dyal,51,F,A1,Ponzi / fake investment scheme
3999,2372,3929,Vidhi De,19,F,A1,Forced window/door entry
4000,2372,3928,Yatin Deshmukh,32,M,A2,Lock-picking
4001,2373,3930,Sudiksha Kurian,50,T,A1,Fake KYC update call
4002,2374,3931,Bhanumati Rama,47,F,A1,Daylight chain/bag snatching
4003,2375,3933,Laban Sama,37,M,A1,Cheque bounce fraud
4004,2375,3932,Udant Sachdeva,41,M,A2,Cheque bounce fraud
4005,2376,3934,Chandresh Hayer,42,T,A1,Blunt weapon assault
4006,2377,3935,Jonathan Sami,65,M,A1,Phishing link / fake link
4007,2378,3936,Vinaya Patel,45,T,A1,Fake KYC update call
4008,2379,3937,Harshil Comar,43,M,A1,Persistent online stalking before offence
4009,2380,3938,Onveer Bhatia,65,M,A1,Daylight chain/bag snatching
4010,2381,3941,Dayamai Sethi,36,F,A1,Daylight chain/bag snatching
4011,2381,3940,Anusha Behl,43,F,A2,Vehicle theft with duplicate key
4012,2381,3939,Arjun Zacharia,50,M,A3,Forced window/door entry
4013,2381,128,Kala Parmer,32,T,A4,Lock-picking
4014,2382,3942,Gaurav Ahuja,62,M,A1,Forced window/door entry
4015,2382,3943,Wakeeta Venkatesh,40,F,A2,Vehicle theft with duplicate key
4016,2382,3944,Upasna Palan,29,T,A3,Lock-picking
4017,2383,3946,Dalbir Rastogi,22,M,A1,Lock-picking
4018,2383,3945,Yug Kaur,22,M,A2,Vehicle theft with duplicate key
4019,2384,3947,Odika Lad,21,T,A1,Cheque bounce fraud
4020,2385,3948,Pushti Sibal,50,F,A1,Blunt weapon assault
4021,2386,3950,Nitara Sant,64,T,A1,Daylight chain/bag snatching
4022,2386,3949,Tarak Bala,39,T,A2,Forced window/door entry
4023,2387,3951,Ekta Sunder,54,T,A1,Persistent online stalking before offence
4024,2388,3952,Bhanumati Edwin,43,F,A1,Unarmed physical assault
4025,2389,47,Arjun Shere,26,T,A1,Daylight chain/bag snatching
4026,2389,3953,Unni Goda,47,F,A2,Forced window/door entry
4027,2389,3954,Megha Golla,19,T,A3,Vehicle theft with duplicate key
4028,2390,89,Upma Trivedi,51,F,A1,Persistent online stalking before offence
4029,2390,3955,Jatin Mand,22,M,A2,Persistent online stalking before offence
4030,2391,3956,Suhani Ganesh,57,T,A1,Lock-picking
4031,2392,3957,Gaurika Ravi,38,F,A1,Forced window/door entry
4032,2393,3958,Balvan Vohra,56,T,A1,Ambush attack at night
4033,2394,3961,Aryan Nazareth,64,T,A1,Shell company fraud
4034,2394,3959,Rajeshri Naik,63,F,A2,Shell company fraud
4035,2394,3960,Anika Halder,30,T,A3,Ponzi / fake investment scheme
4036,2394,3962,Sanaya Srivastava,47,F,A4,Ponzi / fake investment scheme
4037,2395,121,Simon Deep,31,T,A1,Workplace harassment
4038,2396,83,Tanmayi Aggarwal,29,T,A1,Family/relative-perpetrated
4039,2397,3963,Henry Wason,18,M,A1,Shell company fraud
4040,2397,3964,Aarav Sarin,44,M,A2,Cheque bounce fraud
4041,2398,3965,Yasti Pant,60,F,A1,Workplace harassment
4042,2399,3966,Sara Magar,31,F,A1,Workplace harassment
4043,2399,3968,Naveen Sachdeva,43,M,A2,Persistent online stalking before offence
4044,2399,3967,Arjun Hari,59,T,A3,Family/relative-perpetrated
4045,2400,3970,Ishani Saraf,39,F,A1,OTP fraud
4046,2400,3969,Ronith Sankar,29,M,A2,Phishing link / fake link
4047,2401,3971,Daniel Subramaniam,26,M,A1,Family/relative-perpetrated
4048,2401,3972,Gayathri Naik,17,F,A2,Persistent online stalking before offence
4049,2402,3975,Vasudha Guha,27,T,A1,OTP fraud
4050,2402,3976,Vedhika Chahal,27,T,A2,OTP fraud
4051,2402,3974,Samesh Raja,32,T,A3,Social media impersonation
4052,2402,3973,Sneha Chandra,38,T,A4,Social media impersonation
4053,2403,3977,Ria Balay,17,F,A1,Forced window/door entry
4054,2404,3978,Chaaya Madan,48,F,A1,Workplace harassment
4055,2405,92,Edhitha Deshpande,28,F,A1,Workplace harassment
4056,2406,3979,Lipika Suri,21,F,A1,Family/relative-perpetrated
4057,2407,3980,Jhalak Aurora,48,F,A1,Ambush attack at night
4058,2407,3981,Akshay Bandi,58,M,A2,Unarmed physical assault
4059,2407,3982,Udant Gokhale,29,T,A3,Unarmed physical assault
4060,2408,3983,Naveen Gola,64,T,A1,Daylight chain/bag snatching
4061,2409,3984,Abeer Aurora,64,M,A1,Daylight chain/bag snatching
4062,2410,3985,Nidra Bhatnagar,49,F,A1,Knife-related assault
4063,2410,3986,Ojas Rao,21,T,A2,Blunt weapon assault
4064,2411,3987,Krishna Arora,55,M,A1,Cheque bounce fraud
4065,2411,3988,Anusha Pandit,61,F,A2,Ponzi / fake investment scheme
4066,2411,3990,Nathaniel Menon,61,M,A3,Shell company fraud
4067,2411,3989,Januja Shan,61,T,A4,Shell company fraud
4068,2412,3991,Vyanjana Mani,40,F,A1,Lock-picking
4069,2413,3992,Rohan Shere,32,M,A1,Vehicle theft with duplicate key
4070,2414,3993,Wriddhish Chaudhuri,50,T,A1,Vehicle theft with duplicate key
4071,2415,3994,Aryan Lanka,61,T,A1,Ambush attack at night
4072,2416,3995,Rajata Toor,31,T,A1,Forced window/door entry
4073,2417,3996,Ekanta Mall,45,T,A1,Ambush attack at night
4074,2418,3997,Zaid Keer,64,T,A1,Cheque bounce fraud
4075,2418,3998,Ira Shah,21,F,A2,Ponzi / fake investment scheme
4076,2418,3999,Avni Buch,55,T,A3,Ponzi / fake investment scheme
4077,2419,4000,Ucchal Dar,40,F,A1,Fake KYC update call
4078,2420,4001,Jai Bera,34,M,A1,Family/relative-perpetrated
4079,2420,4002,Wakeeta Mutti,35,F,A2,Workplace harassment
4080,2421,4003,Ekavir Chahal,43,M,A1,Daylight chain/bag snatching
4081,2422,4004,Inaya Lad,43,F,A1,Workplace harassment
4082,2423,4006,Rishi Bandi,37,M,A1,Social media impersonation
4083,2423,4007,Tarak Prabhakar,39,T,A2,Social media impersonation
4084,2423,4008,Nidhi Prakash,25,F,A3,Social media impersonation
4085,2423,4005,Adweta Deol,57,F,A4,Fake KYC update call
4086,2424,4009,Lipika Taneja,38,F,A1,Ponzi / fake investment scheme
4087,2425,4010,Januja Bhakta,25,F,A1,Ambush attack at night
4088,2425,4011,Jeet Rastogi,41,M,A2,Unarmed physical assault
4089,2426,4012,Yashvi Balay,35,F,A1,OTP fraud
4090,2427,4014,Ojasvi Bir,62,T,A1,Ponzi / fake investment scheme
4091,2427,4015,Ayush De,44,M,A2,Cheque bounce fraud
4092,2427,4013,Ekansh Tak,44,M,A3,Shell company fraud
4093,2427,4016,Amrita Mahajan,25,F,A4,Loan-default cheating
4094,2428,4017,Sai Lal,55,F,A1,Social media impersonation
4095,2428,4018,Ranveer Patil,36,M,A2,OTP fraud
4096,2429,4020,Dalaja Bajaj,33,F,A1,Forced window/door entry
4097,2429,4019,Gayathri Korpal,60,T,A2,Lock-picking
4098,2430,4022,Meghana Khare,21,F,A1,Shell company fraud
4099,2430,4023,Forum Thaker,42,T,A2,Shell company fraud
4100,2430,4024,Vansha Biswas,16,F,A3,Shell company fraud
4101,2430,4021,Maya Goda,46,F,A4,Loan-default cheating
4102,2431,4026,Yashawini Thaman,25,T,A1,Family/relative-perpetrated
4103,2431,4025,Mahika Nagi,16,F,A2,Persistent online stalking before offence
4104,2431,4027,Bishakha Ben,49,F,A3,Family/relative-perpetrated
4105,2432,4028,Raghav Kota,49,T,A1,Loan-default cheating
4106,2432,4029,Sarthak Rajagopalan,52,M,A2,Ponzi / fake investment scheme
4107,2433,4030,Balhaar Bhatnagar,32,M,A1,Vehicle theft with duplicate key
4108,2434,4031,Amruta Jayaraman,43,F,A1,OTP fraud
4109,2434,4032,Pratyush Peri,55,T,A2,Social media impersonation
4110,2435,4034,Yochana Bawa,55,T,A1,Knife-related assault
4111,2435,4033,Ikshita Banik,60,T,A2,Knife-related assault
4112,2436,4035,Warinder Chakraborty,59,T,A1,Persistent online stalking before offence
4113,2437,7,Vasana Yadav,42,F,A1,Ambush attack at night
4114,2438,4037,Avni Dar,27,F,A1,Ponzi / fake investment scheme
4115,2438,4036,Hemang Bhatnagar,59,T,A2,Cheque bounce fraud
4116,2439,4039,Lekha Date,28,T,A1,Daylight chain/bag snatching
4117,2439,4038,Nitesh Virk,65,M,A2,Lock-picking
4118,2440,4040,Ishita Sha,60,F,A1,Workplace harassment
4119,2441,4041,Gautam Lad,26,M,A1,Knife-related assault
4120,2442,4042,Vansha Nigam,58,F,A1,Ponzi / fake investment scheme
4121,2443,4043,Upma Raja,29,T,A1,Unarmed physical assault
4122,2443,4045,Aachal Morar,29,T,A2,Knife-related assault
4123,2443,4044,Ridhi D’Alia,21,T,A3,Ambush attack at night
4124,2444,100,Luke Peri,38,T,A1,Knife-related assault
4125,2444,4047,Victor Chahal,33,M,A2,Blunt weapon assault
4126,2444,4048,Nitara More,31,T,A3,Unarmed physical assault
4127,2444,4046,Arya Chowdhury,43,F,A4,Knife-related assault
4128,2445,4049,Chakradev Magar,64,M,A1,Ambush attack at night
4129,2446,4050,Upkaar Srivastava,33,M,A1,OTP fraud
4130,2447,4053,Amruta Oza,17,F,A1,OTP fraud
4131,2447,4051,Yatan Gupta,50,M,A2,OTP fraud
4132,2447,4052,Hemal Goda,46,F,A3,Social media impersonation
4133,2447,78,Abha Narayanan,25,F,A4,Phishing link / fake link
4134,2448,239,Vyanjana Raj,52,T,A1,Persistent online stalking before offence
4135,2449,4056,Gaurika Karan,31,F,A1,Forced window/door entry
4136,2449,4057,Anvi Nanda,45,T,A2,Lock-picking
4137,2449,4055,Nimrat Divan,57,F,A3,Daylight chain/bag snatching
4138,2449,4054,Dalbir Badami,53,M,A4,Lock-picking
4139,2450,4058,Rehaan Chander,61,M,A1,Shell company fraud
4140,2451,4059,Nitesh Zachariah,36,M,A1,Family/relative-perpetrated
4141,2452,4060,Arin Ramachandran,53,M,A1,Cheque bounce fraud
4142,2453,4061,Gaurang Shah,22,T,A1,Persistent online stalking before offence
4143,2453,4062,Adweta Sankaran,27,F,A2,Family/relative-perpetrated
4144,2454,97,Yutika Gulati,46,F,A1,Knife-related assault
4145,2455,4065,Odika Bal,17,F,A1,Social media impersonation
4146,2455,4064,Veer Gala,51,M,A2,Social media impersonation
4147,2455,4066,Shivansh Zacharia,50,M,A3,Fake KYC update call
4148,2455,4063,Noah Dani,49,T,A4,Phishing link / fake link
4149,2456,4067,Ojasvi Gala,55,F,A1,Unarmed physical assault
4150,2456,4068,Wishi Korpal,55,T,A2,Unarmed physical assault
4151,2457,4069,Teerth Kanda,31,T,A1,Forced window/door entry
4152,2458,4073,Laban Srivastava,17,M,A1,Unarmed physical assault
4153,2458,4070,Yuvraj Gulati,59,M,A2,Unarmed physical assault
4154,2458,4071,Kiaan Palla,26,T,A3,Ambush attack at night
4155,2458,4072,Aadhya Chhabra,61,F,A4,Blunt weapon assault
4156,2459,4074,Nirja Gill,18,T,A1,Phishing link / fake link
4157,2460,4075,Dakshesh Mohan,64,T,A1,Vehicle theft with duplicate key
4158,2461,25,Girik Vyas,32,T,A1,Blunt weapon assault
4159,2461,4076,Anusha Thaman,62,F,A2,Unarmed physical assault
4160,2461,4077,Eesha Thaman,63,F,A3,Blunt weapon assault
4161,2462,244,Niharika Balay,33,T,A1,Persistent online stalking before offence
4162,2462,4078,Nidhi Deshpande,42,F,A2,Family/relative-perpetrated
4163,2463,4081,Dipta Sekhon,52,F,A1,Vehicle theft with duplicate key
4164,2463,4079,Aachal Yogi,54,T,A2,Forced window/door entry
4165,2463,4080,Turvi Kara,20,F,A3,Daylight chain/bag snatching
4166,2464,4082,Lekha Halder,35,T,A1,Family/relative-perpetrated
4167,2465,208,Oliver Jayaraman,28,T,A1,Social media impersonation
4168,2466,179,William Sodhi,21,M,A1,Phishing link / fake link
4169,2466,4083,Eshana Devan,53,F,A2,Fake KYC update call
4170,2467,4086,Naksh Wason,21,T,A1,Blunt weapon assault
4171,2467,4085,Shivani Chana,59,T,A2,Knife-related assault
4172,2467,4084,Chaman Khurana,23,T,A3,Ambush attack at night
4173,2468,4087,Ekaraj Parmar,43,M,A1,Knife-related assault
4174,2469,4088,Meghana Bose,33,F,A1,Social media impersonation
4175,2469,4089,Chaman Banik,42,F,A2,Fake KYC update call
4176,2470,4091,Christopher Raghavan,31,M,A1,Ponzi / fake investment scheme
4177,2470,4090,Odika Dyal,58,T,A2,Ponzi / fake investment scheme
4178,2471,4092,Baljiwan Batta,36,T,A1,Daylight chain/bag snatching
4179,2472,4093,Siya Zachariah,42,F,A1,Daylight chain/bag snatching
4180,2473,4094,Balendra Pal,22,M,A1,Blunt weapon assault
4181,2474,4095,Tanveer Master,35,M,A1,Loan-default cheating
4182,2474,4096,Jhalak Bail,29,T,A2,Cheque bounce fraud
4183,2474,4097,Bhanumati Bhavsar,18,F,A3,Loan-default cheating
4184,2475,2,Divya Uppal,21,T,A1,Blunt weapon assault
4185,2475,4098,Omya Sant,58,F,A2,Knife-related assault
4186,2476,4099,Aarav Dhar,59,T,A1,Vehicle theft with duplicate key
4187,2476,4100,Ishita Chad,30,T,A2,Daylight chain/bag snatching
4188,2476,4101,Udyati Dani,42,F,A3,Daylight chain/bag snatching
4189,2477,4102,Yahvi Agrawal,25,T,A1,Cheque bounce fraud
4190,2478,4103,Leela Bail,58,T,A1,Daylight chain/bag snatching
4191,2478,4104,Raagini Kapur,55,F,A2,Lock-picking
4192,2478,4105,Abha Tripathi,21,F,A3,Forced window/door entry
4193,2478,4106,Hemani Shukla,50,T,A4,Daylight chain/bag snatching
4194,2479,4107,Nathan Bahl,17,M,A1,Family/relative-perpetrated
4195,2479,4108,Ishaan Peri,54,M,A2,Family/relative-perpetrated
4196,2479,146,Shivansh Gaba,29,M,A3,Persistent online stalking before offence
4197,2480,4110,Upkaar Master,37,T,A1,Lock-picking
4198,2480,4109,Damyanti Varma,28,T,A2,Lock-picking
4199,2481,4112,Gauri Deshpande,65,T,A1,Lock-picking
4200,2481,4111,Wakeeta Din,61,T,A2,Vehicle theft with duplicate key
4201,2482,4113,Bhavini Kamdar,20,T,A1,Cheque bounce fraud
4202,2483,4115,Siddharth Dara,53,T,A1,Shell company fraud
4203,2483,4114,Raksha Morar,61,F,A2,Ponzi / fake investment scheme
4204,2484,4116,Ekaja Barad,54,T,A1,Loan-default cheating
4205,2485,4119,Sanaya Raju,56,T,A1,Family/relative-perpetrated
4206,2485,4118,Fiyaz Kalla,40,M,A2,Family/relative-perpetrated
4207,2485,4117,Henry Dhaliwal,52,T,A3,Family/relative-perpetrated
4208,2486,4121,Gagan Sawhney,38,M,A1,Workplace harassment
4209,2486,4120,Shravya Dhillon,46,F,A2,Workplace harassment
4210,2487,4122,Edhitha Naik,20,F,A1,Workplace harassment
4211,2487,4123,Rajeshri Nayar,37,F,A2,Persistent online stalking before offence
4212,2488,4124,Zansi Chaudry,38,F,A1,Phishing link / fake link
4213,2489,4125,Janani Pall,51,T,A1,Unarmed physical assault
4214,2490,4126,Dominic Ahluwalia,28,M,A1,Cheque bounce fraud
4215,2491,4127,Hemani Bhat,47,F,A1,Daylight chain/bag snatching
4216,2491,4130,Frederick Kurian,51,M,A2,Forced window/door entry
4217,2491,4129,Ekta Boase,25,F,A3,Forced window/door entry
4218,2491,4128,Udant Trivedi,34,T,A4,Lock-picking
4219,2492,4132,Ekbal Dube,27,T,A1,Shell company fraud
4220,2492,142,Rachita Acharya,32,F,A2,Cheque bounce fraud
4221,2492,4131,Nicholas Varty,54,T,A3,Loan-default cheating
4222,2493,4136,Ishwar Loke,32,M,A1,OTP fraud
4223,2493,4135,Chaaya Mann,20,F,A2,Phishing link / fake link
4224,2493,4134,Maanav Roy,54,M,A3,OTP fraud
4225,2493,4133,Anya Bhatnagar,20,F,A4,Phishing link / fake link
4226,2494,4137,Nihal Sachar,30,M,A1,Loan-default cheating
4227,2495,4138,Dev Palan,64,T,A1,Forced window/door entry
4228,2495,4139,Krishna Shankar,55,T,A2,Daylight chain/bag snatching
4229,2496,4141,Wyatt Khurana,18,M,A1,Unarmed physical assault
4230,2496,4140,Jatin Khosla,60,M,A2,Ambush attack at night
4231,2496,4143,Yahvi Tank,32,T,A3,Knife-related assault
4232,2496,4142,Ayaan Bal,32,M,A4,Knife-related assault
4233,2497,4146,Parth Kannan,39,M,A1,Blunt weapon assault
4234,2497,4144,Bhanumati Chhabra,56,F,A2,Knife-related assault
4235,2497,4145,Rudra Vohra,30,M,A3,Blunt weapon assault
4236,2498,4147,Zashil Varkey,34,T,A1,Forced window/door entry
4237,2499,115,Nitara Doshi,20,T,A1,Ponzi / fake investment scheme
4238,2500,4148,Reyansh Khosla,25,M,A1,Forced window/door entry
4239,2501,4149,Ayaan Nagar,44,T,A1,Social media impersonation
4240,2502,4150,Odika Tiwari,20,T,A1,Forced window/door entry
4241,2503,4151,Hemani Sandhu,46,F,A1,Ambush attack at night
4242,2504,4152,Dayita Khalsa,43,F,A1,Daylight chain/bag snatching
4243,2505,4153,Janya Sahota,49,T,A1,Forced window/door entry
4244,2506,4155,Timothy Chaudhari,57,M,A1,Blunt weapon assault
4245,2506,4154,Yash Natt,40,M,A2,Ambush attack at night
4246,2507,4156,Vamakshi Parekh,36,F,A1,Forced window/door entry
4247,2507,1,Jyoti Bassi,36,T,A2,Forced window/door entry
4248,2508,4159,Gaurav Nadig,37,T,A1,Knife-related assault
4249,2508,4158,Fariq Agate,27,M,A2,Unarmed physical assault
4250,2508,4160,Victor Oak,30,M,A3,Knife-related assault
4251,2508,4157,Radhika Ganesan,55,F,A4,Unarmed physical assault
4252,2509,4163,Yatan Chauhan,43,T,A1,Forced window/door entry
4253,2509,4161,Ayush Chandran,49,M,A2,Forced window/door entry
4254,2509,4162,Urvashi Sandal,39,F,A3,Daylight chain/bag snatching
4255,2510,4164,Kala Bajwa,24,T,A1,Knife-related assault
4256,2511,4165,Faras Lanka,34,M,A1,Workplace harassment
4257,2512,4166,Manan Gokhale,26,T,A1,Unarmed physical assault
4258,2512,4167,Pratyush Oommen,60,T,A2,Unarmed physical assault
4259,2513,4168,Harinakshi Sangha,44,F,A1,Unarmed physical assault
4260,2514,4171,Jonathan Mangal,29,M,A1,Workplace harassment
4261,2514,4172,Nakul Kamdar,24,M,A2,Workplace harassment
4262,2514,4169,Qadim Maharaj,36,M,A3,Family/relative-perpetrated
4263,2514,4170,Lipika Vala,24,F,A4,Family/relative-perpetrated
4264,2515,4174,Riya Chauhan,57,T,A1,Cheque bounce fraud
4265,2515,4173,Pahal Mital,26,F,A2,Ponzi / fake investment scheme
4266,2515,4175,Kabir Bhakta,31,T,A3,Ponzi / fake investment scheme
4267,2516,4177,Rishi Gara,40,M,A1,Blunt weapon assault
4268,2516,4176,Bhavya Bir,65,F,A2,Blunt weapon assault
4269,2517,4178,George Bhasin,56,M,A1,Lock-picking
4270,2518,4179,Yuvraj Yadav,29,M,A1,Lock-picking
4271,2519,4180,Yug Murthy,54,M,A1,Forced window/door entry
4272,2520,4181,Pranit Swamy,41,M,A1,Knife-related assault
4273,2521,4183,Ekaraj Bansal,59,M,A1,Blunt weapon assault
4274,2521,4182,Rajata Bhakta,49,T,A2,Blunt weapon assault
4275,2522,4184,Meghana Ranganathan,31,F,A1,Persistent online stalking before offence
4276,2522,4186,Saanvi Uppal,57,F,A2,Workplace harassment
4277,2522,209,Charan Singhal,47,T,A3,Family/relative-perpetrated
4278,2522,4185,Vincent Suri,58,M,A4,Workplace harassment
4279,2523,4188,Reva Chad,40,F,A1,Daylight chain/bag snatching
4280,2523,4187,Manya Ganguly,19,F,A2,Daylight chain/bag snatching
4281,2524,4189,Dakshesh Korpal,29,M,A1,Workplace harassment
4282,2524,4190,Yamini Luthra,65,T,A2,Persistent online stalking before offence
4283,2524,4191,Vedant Issac,52,M,A3,Family/relative-perpetrated
4284,2524,4192,Urvashi Badal,49,F,A4,Family/relative-perpetrated
4285,2525,4193,Shivansh Dara,19,M,A1,Fake KYC update call
4286,2526,4194,Onkar Mohanty,61,M,A1,Ambush attack at night
4287,2527,4195,Ekaja Kari,46,F,A1,Daylight chain/bag snatching
4288,2528,4197,Nidra Viswanathan,59,F,A1,Lock-picking
4289,2528,4199,Gabriel Gade,41,T,A2,Vehicle theft with duplicate key
4290,2528,4198,Chasmum Singhal,50,T,A3,Daylight chain/bag snatching
4291,2528,4196,Tanveer Yogi,40,T,A4,Daylight chain/bag snatching
4292,2529,4200,Thomas Vala,61,M,A1,Vehicle theft with duplicate key
4293,2530,4201,Vedant Nayak,16,M,A1,Blunt weapon assault
4294,2531,4203,Januja Tata,49,F,A1,Knife-related assault
4295,2531,4205,Chakradhar Narain,61,M,A2,Knife-related assault
4296,2531,4204,Henry Sibal,23,M,A3,Ambush attack at night
4297,2531,4202,Fiyaz Dalal,44,M,A4,Unarmed physical assault
4298,2532,4208,Utkarsh Soni,62,M,A1,OTP fraud
4299,2532,4206,Harsh Bhattacharyya,42,T,A2,Fake KYC update call
4300,2532,4209,Chaaya Gour,42,F,A3,Social media impersonation
4301,2532,4207,Owen Dube,53,M,A4,Fake KYC update call
4302,2533,4210,Janaki Saha,25,F,A1,Lock-picking
4303,2534,4212,Vedhika Sachar,54,F,A1,Knife-related assault
4304,2534,4211,Janani Natt,43,F,A2,Ambush attack at night
4305,2535,4213,Avni Dara,55,T,A1,Vehicle theft with duplicate key
4306,2536,4214,Jagvi Sidhu,38,F,A1,Blunt weapon assault
4307,2536,4216,Sathvik Bakshi,50,M,A2,Blunt weapon assault
4308,2536,4215,Gautami Vala,29,F,A3,Knife-related assault
4309,2537,27,Ishani Sarma,50,F,A1,Ambush attack at night
4310,2538,4217,Pranav Saxena,49,T,A1,Phishing link / fake link
4311,2538,4218,Rachita Maharaj,30,F,A2,Phishing link / fake link
4312,2539,4219,Watika Goswami,34,F,A1,Cheque bounce fraud
4313,2540,60,Xalak Jain,44,F,A1,Workplace harassment
4314,2541,4222,Warda Kumar,19,T,A1,Social media impersonation
4315,2541,4220,Urvi Shere,19,F,A2,Phishing link / fake link
4316,2541,4221,Falguni Sura,22,T,A3,OTP fraud
4317,2542,4223,Aahana Soni,41,F,A1,Fake KYC update call
4318,2543,4224,Nathaniel Panchal,58,T,A1,Daylight chain/bag snatching
4319,2544,4225,Radhika Gole,37,F,A1,Shell company fraud
4320,2545,18,Ishanvi Hans,22,T,A1,Family/relative-perpetrated
4321,2546,4226,Gaurang Vala,64,T,A1,Persistent online stalking before offence
4322,2547,4227,Leela Prabhu,55,T,A1,Workplace harassment
4323,2548,4228,Chasmum Zacharia,54,F,A1,Ambush attack at night
4324,2549,4229,Theodore Mani,50,M,A1,OTP fraud
4325,2550,4233,Gaurang Yadav,52,M,A1,Vehicle theft with duplicate key
4326,2550,4232,Harshil Divan,39,M,A2,Vehicle theft with duplicate key
4327,2550,4231,Mitesh Manne,37,M,A3,Vehicle theft with duplicate key
4328,2550,4230,Jeremiah Date,32,M,A4,Forced window/door entry
4329,2551,4234,Ethan Raj,38,T,A1,Knife-related assault
4330,2551,4235,Rachita Ganesan,31,F,A2,Knife-related assault
4331,2552,4236,Pranav Boase,55,M,A1,Forced window/door entry
4332,2553,4237,Chandresh Bath,17,M,A1,Persistent online stalking before offence
4333,2554,4238,Bina Shere,49,F,A1,Vehicle theft with duplicate key
4334,2555,4239,Udant Rastogi,38,T,A1,Shell company fraud
4335,2555,4241,Ekbal Setty,32,M,A2,Ponzi / fake investment scheme
4336,2555,4240,Samuel Minhas,49,T,A3,Shell company fraud
4337,2556,4244,Harini Gour,48,T,A1,Unarmed physical assault
4338,2556,4242,Karan Biswas,60,T,A2,Ambush attack at night
4339,2556,4243,Qabil Padmanabhan,57,M,A3,Blunt weapon assault
4340,2557,4245,Ekalinga Tripathi,42,T,A1,Forced window/door entry
4341,2558,4246,Frederick Bahl,33,M,A1,Knife-related assault
4342,2559,4248,Yashodhara Walla,31,F,A1,Ambush attack at night
4343,2559,4247,Inaya Raja,64,F,A2,Ambush attack at night
4344,2560,4249,Indali Chakraborty,20,T,A1,Vehicle theft with duplicate key
4345,2561,245,Timothy Date,21,M,A1,Shell company fraud
4346,2562,4250,Nilima Kari,21,F,A1,Vehicle theft with duplicate key
4347,2563,4251,Jasmit Bhasin,34,T,A1,Persistent online stalking before offence
4348,2563,4252,Vanya Reddy,23,T,A2,Workplace harassment
4349,2563,4253,Udant Sarkar,37,M,A3,Persistent online stalking before offence
4350,2563,4254,Parth Hayer,61,T,A4,Workplace harassment
4351,2564,4256,Finn Palan,29,M,A1,Social media impersonation
4352,2564,4255,Shivansh Borde,35,M,A2,Fake KYC update call
4353,2564,4257,Diya Mammen,32,F,A3,Fake KYC update call
4354,2564,4258,Bakhshi Wable,39,T,A4,Fake KYC update call
4355,2565,40,Zinal Basu,24,T,A1,Shell company fraud
4356,2565,4259,Riya Edwin,28,F,A2,Shell company fraud
4357,2566,4261,Jeet Viswanathan,49,M,A1,Ambush attack at night
4358,2566,4260,Vrishti Borde,41,F,A2,Knife-related assault
4359,2567,4262,Ekbal Sethi,41,M,A1,Family/relative-perpetrated
4360,2568,4264,Gunbir Agate,27,M,A1,Daylight chain/bag snatching
4361,2568,4263,Jyoti Kari,32,F,A2,Forced window/door entry
4362,2569,4267,Wahab Seshadri,61,M,A1,Ambush attack at night
4363,2569,4266,Hiral Bassi,51,F,A2,Ambush attack at night
4364,2569,4265,Advik Agarwal,32,T,A3,Knife-related assault
4365,2570,4269,Krisha Chada,41,F,A1,Daylight chain/bag snatching
4366,2570,4270,Eta Uppal,16,F,A2,Lock-picking
4367,2570,4268,Fariq Das,28,M,A3,Daylight chain/bag snatching
