PersonMasterID,PersonName,GenderID,HomeDistrictID,PrimaryCrimeHeadID,PrimaryMO,TotalCasesLinked,IsRepeatOffender
3420,Hemani Garde,F,3,2,Lock-picking,1,0
3421,Jack Agrawal,T,3,2,Lock-picking,1,0
3422,Idika Puri,F,3,2,Lock-picking,1,0
3423,Nidhi Bhatti,T,3,2,Forced window/door entry,1,0
3424,Netra Singhal,F,2,1,Unarmed physical assault,1,0
3425,Omya Narula,T,5,1,Knife-related assault,1,0
3426,Lekha Dara,F,5,1,Ambush attack at night,1,0
3427,Irya Dugal,F,12,1,Unarmed physical assault,1,0
3428,Urvi Bera,T,9,3,Persistent online stalking before offence,1,0
3429,Tamanna Ravel,F,14,4,Fake KYC update call,1,0
3430,Vasana Srinivas,F,14,2,Daylight chain/bag snatching,1,0
3431,Lekha Vohra,F,14,2,Daylight chain/bag snatching,1,0
3432,Osha Mani,F,10,3,Workplace harassment,1,0
3433,Xiti Chacko,T,10,3,Persistent online stalking before offence,1,0
3434,Rushil Roy,M,10,3,Family/relative-perpetrated,1,0
3435,Jackson Sampath,M,6,1,Blunt weapon assault,1,0
3436,Jagrati Batra,F,13,2,Forced window/door entry,1,0
3437,Tristan Bandi,T,13,2,Vehicle theft with duplicate key,1,0
3438,Upadhriti Kaur,F,13,2,Daylight chain/bag snatching,1,0
3439,Dakshesh Naik,M,5,5,Loan-default cheating,1,0
3440,Gaurang Purohit,T,5,5,Ponzi / fake investment scheme,1,0
3441,Balveer Verma,M,9,5,Shell company fraud,1,0
3442,Yashoda Banik,T,9,5,Loan-default cheating,1,0
3443,Karan Wagle,M,13,2,Forced window/door entry,1,0
3444,Bhavani Ratti,F,11,1,Unarmed physical assault,1,0
3445,Chaman Arya,T,3,2,Daylight chain/bag snatching,1,0
3446,Bahadurjit Prabhu,M,3,2,Forced window/door entry,1,0
3447,Theodore Bedi,T,3,2,Vehicle theft with duplicate key,1,0
3448,Jyoti Taneja,F,3,2,Daylight chain/bag snatching,1,0
3449,Vrishti Sachdeva,F,1,2,Forced window/door entry,1,0
3450,Harini Barad,T,13,2,Forced window/door entry,1,0
3451,Upadhriti Chad,F,12,2,Vehicle theft with duplicate key,1,0
3452,Madhavi Swamy,T,12,2,Daylight chain/bag snatching,1,0
3453,Unnati Dyal,F,12,2,Vehicle theft with duplicate key,1,0
3454,Urishilla Krish,F,3,5,Loan-default cheating,1,0
3455,Chameli Subramaniam,T,3,5,Loan-default cheating,1,0
3456,Siddharth Mann,M,3,5,Ponzi / fake investment scheme,1,0
3457,Zashil Som,T,5,1,Unarmed physical assault,1,0
3458,Yashodhara Bhalla,F,5,1,Knife-related assault,1,0
3459,Chameli Korpal,T,5,3,Persistent online stalking before offence,1,0
3460,Yashvi Baral,T,13,2,Vehicle theft with duplicate key,1,0
3461,Wahab Gera,T,13,2,Lock-picking,1,0
3462,Vrinda Menon,F,9,4,Fake KYC update call,1,0
3463,Jasmit Sethi,F,11,4,Fake KYC update call,1,0
3464,Baljiwan Nair,M,12,3,Family/relative-perpetrated,1,0
3465,Rushil Goyal,T,6,1,Ambush attack at night,1,0
3466,Faras Raghavan,M,2,2,Vehicle theft with duplicate key,1,0
3467,Aarnav Sabharwal,T,3,1,Blunt weapon assault,1,0
3468,Nidhi Mani,F,3,1,Blunt weapon assault,1,0
3469,Eesha Borra,F,3,1,Unarmed physical assault,1,0
3470,Kalpit Pau,M,7,4,Social media impersonation,1,0
3471,Charvi Dugar,F,7,4,Social media impersonation,1,0
3472,Xalak Barman,F,1,1,Ambush attack at night,1,0
3473,Lipika Kale,F,1,1,Unarmed physical assault,1,0
3474,Vaishnavi Amble,T,3,5,Cheque bounce fraud,1,0
3475,Viraj Modi,M,3,5,Loan-default cheating,1,0
3476,Warinder Sama,M,7,2,Lock-picking,1,0
3477,Rudra Walla,M,7,2,Daylight chain/bag snatching,1,0
3478,Vedika Bobal,T,7,2,Vehicle theft with duplicate key,1,0
3479,Gautami Nayak,F,7,2,Vehicle theft with duplicate key,1,0
3480,Rajeshri Bail,T,7,2,Daylight chain/bag snatching,1,0
3481,Atharv Barad,M,7,2,Daylight chain/bag snatching,1,0
3482,Zayyan Lata,M,4,5,Loan-default cheating,1,0
3483,Liam Om,M,4,5,Shell company fraud,1,0
3484,Ethan Mallick,M,4,5,Ponzi / fake investment scheme,1,0
3485,Michael Kara,M,1,5,Shell company fraud,1,0
3486,Advika Bandi,T,1,5,Shell company fraud,1,0
3487,Omisha Sama,F,3,4,Fake KYC update call,1,0
3488,Vasana Toor,T,3,4,Fake KYC update call,1,0
3489,Radhika Garg,F,3,4,Phishing link / fake link,1,0
3490,Kevin Jhaveri,T,13,1,Blunt weapon assault,1,0
3491,Zehaan Dasgupta,T,11,1,Unarmed physical assault,1,0
3492,Qushi Mallick,T,11,1,Ambush attack at night,1,0
3493,Isaac Bora,T,11,1,Ambush attack at night,1,0
3494,Hardik Rajagopal,T,10,2,Forced window/door entry,1,0
3495,Zaitra Balan,T,9,3,Persistent online stalking before offence,1,0
3496,Netra Dora,F,13,2,Lock-picking,1,0
3497,Vrinda Lalla,F,10,5,Cheque bounce fraud,1,0
3498,Ekani Dutt,F,14,1,Unarmed physical assault,1,0
3499,Yagnesh Balay,T,14,1,Ambush attack at night,1,0
3500,Ekanta Maharaj,F,1,2,Daylight chain/bag snatching,1,0
3501,Finn Dada,M,1,2,Daylight chain/bag snatching,1,0
3502,Rajeshri Bera,F,1,2,Forced window/door entry,1,0
3503,Chavvi Solanki,F,11,5,Loan-default cheating,1,0
3504,Vrishti Radhakrishnan,F,11,5,Loan-default cheating,1,0
3505,Samarth Issac,T,14,4,Social media impersonation,1,0
3506,Gagan Uppal,M,14,4,Phishing link / fake link,1,0
3507,Ekapad Apte,T,8,4,Phishing link / fake link,1,0
3508,Tripti Rout,F,8,4,Social media impersonation,1,0
3509,Yagnesh Ramaswamy,T,8,4,Fake KYC update call,1,0
3510,Yauvani Subramaniam,F,2,5,Loan-default cheating,1,0
3511,Warjas Pillai,M,2,5,Ponzi / fake investment scheme,1,0
3512,Vasana Bhakta,T,4,3,Workplace harassment,1,0
3513,Charles Jha,M,4,3,Workplace harassment,1,0
3514,Farhan Ganesan,M,4,3,Persistent online stalking before offence,1,0
3515,Jeevika Bakshi,T,4,2,Lock-picking,1,0
3516,Tanish Bhalla,M,4,2,Vehicle theft with duplicate key,1,0
3517,Ubika Rege,T,1,4,OTP fraud,1,0
3518,Vedant Tak,M,3,2,Vehicle theft with duplicate key,1,0
3519,Ridhi Sethi,F,3,2,Daylight chain/bag snatching,1,0
3520,Gavin Mand,M,3,2,Daylight chain/bag snatching,1,0
3521,Advika Balasubramanian,F,3,2,Daylight chain/bag snatching,1,0
3522,Falak Guha,F,11,2,Vehicle theft with duplicate key,1,0
3523,Darika Mukherjee,F,11,2,Daylight chain/bag snatching,1,0
3524,Inaya Iyengar,F,5,3,Family/relative-perpetrated,1,0
3525,Ishanvi Arora,T,5,3,Workplace harassment,1,0
3526,Yuvraj Nair,T,14,4,Phishing link / fake link,1,0
3527,Jeremiah Sridhar,T,7,5,Shell company fraud,1,0
3528,Sai Kale,M,6,2,Lock-picking,1,0
3529,Vanya Char,T,6,2,Lock-picking,1,0
3530,Pushti Barad,T,8,2,Vehicle theft with duplicate key,1,0
3531,Barkha Muni,F,8,2,Lock-picking,1,0
3532,Unnati Agrawal,F,8,2,Forced window/door entry,1,0
3533,Gunbir Patla,M,5,1,Knife-related assault,1,0
3534,Zashil Dara,T,13,5,Ponzi / fake investment scheme,1,0
3535,Januja Om,F,13,5,Cheque bounce fraud,1,0
3536,Fiyaz Pandya,M,2,4,OTP fraud,1,0
3537,Fiyaz Singhal,M,2,4,OTP fraud,1,0
3538,Zaid Comar,T,4,1,Ambush attack at night,1,0
3539,Shravya Kaul,F,6,1,Knife-related assault,1,0
3540,Anmol Walla,M,10,1,Unarmed physical assault,1,0
3541,Yasti Nagar,F,1,1,Ambush attack at night,1,0
3542,Tarak Wagle,M,9,4,Fake KYC update call,1,0
3543,Logan Behl,T,15,1,Blunt weapon assault,1,0
3544,Ridhi Chokshi,F,15,1,Knife-related assault,1,0
3545,Xiti Hans,F,2,2,Vehicle theft with duplicate key,1,0
3546,Pavani Parekh,F,5,2,Forced window/door entry,1,0
3547,Zansi Chaudhry,F,5,2,Daylight chain/bag snatching,1,0
3548,Shaurya Shroff,T,5,2,Vehicle theft with duplicate key,1,0
3549,Vrinda Rattan,F,13,4,Fake KYC update call,1,0
3550,Yauvani Puri,T,9,2,Vehicle theft with duplicate key,1,0
3551,Bhavika Vyas,F,9,2,Vehicle theft with duplicate key,1,0
3552,Benjamin Bhatti,M,11,4,Phishing link / fake link,1,0
3553,Chatresh Sabharwal,M,14,2,Daylight chain/bag snatching,1,0
3554,Kiaan Basu,M,14,4,Phishing link / fake link,1,0
3555,Ryan Gupta,T,14,4,Phishing link / fake link,1,0
3556,Vansha Sawhney,T,14,4,Social media impersonation,1,0
3557,Vaishnavi Prasad,F,14,4,Fake KYC update call,1,0
3558,Aarav Choudhury,M,11,4,Phishing link / fake link,1,0
3559,Siddharth Mody,M,9,5,Cheque bounce fraud,1,0
3560,Hredhaan Prashad,T,1,2,Daylight chain/bag snatching,1,0
3561,Samarth Desai,M,10,4,Social media impersonation,1,0
3562,Aditya Ganguly,T,10,1,Unarmed physical assault,1,0
3563,Vihaan More,M,10,1,Unarmed physical assault,1,0
3564,Bahadurjit Baral,M,10,1,Knife-related assault,1,0
3565,Champak Basu,T,10,2,Vehicle theft with duplicate key,1,0
3566,Turvi Chhabra,T,8,3,Family/relative-perpetrated,1,0
3567,Harinakshi Nayar,T,15,2,Daylight chain/bag snatching,1,0
3568,Samaksh Bhatnagar,M,15,2,Vehicle theft with duplicate key,1,0
3569,Kamya Agrawal,T,15,2,Forced window/door entry,1,0
3570,Zashil Oak,M,14,2,Daylight chain/bag snatching,1,0
3571,Reyansh Varughese,M,14,2,Forced window/door entry,1,0
3572,Viraj Choudhary,T,14,2,Vehicle theft with duplicate key,1,0
3573,Aadi Agrawal,M,14,1,Ambush attack at night,1,0
3574,Jalsa Parekh,F,14,1,Blunt weapon assault,1,0
3575,Chatura Bhandari,M,14,1,Knife-related assault,1,0
3576,Inaya Rajagopalan,T,5,3,Workplace harassment,1,0
3577,Timothy Pai,M,7,2,Forced window/door entry,1,0
3578,Waida Pandey,T,1,5,Ponzi / fake investment scheme,1,0
3579,Wridesh Aurora,T,1,5,Shell company fraud,1,0
3580,Falak Bedi,F,1,5,Shell company fraud,1,0
3581,Nachiket Gara,T,1,5,Shell company fraud,1,0
3582,Charan Trivedi,T,1,5,Cheque bounce fraud,1,0
3583,Elijah Bassi,M,1,5,Ponzi / fake investment scheme,1,0
3584,Farhan Ramesh,M,14,2,Forced window/door entry,1,0
3585,Lakshit Warrior,M,14,2,Daylight chain/bag snatching,1,0
3586,Yutika Agrawal,F,9,3,Workplace harassment,1,0
3587,Chavvi Chawla,F,13,3,Family/relative-perpetrated,1,0
3588,Jalsa Sarkar,F,2,3,Family/relative-perpetrated,1,0
3589,Brinda Dhawan,F,2,3,Workplace harassment,1,0
3590,Meghana Vasa,T,2,3,Persistent online stalking before offence,1,0
3591,Isaac Chakrabarti,M,2,3,Family/relative-perpetrated,1,0
3592,Teerth Khalsa,M,5,5,Cheque bounce fraud,1,0
3593,Advay Sodhi,M,5,5,Ponzi / fake investment scheme,1,0
3594,Qadim Gole,M,8,4,Social media impersonation,1,0
3595,Bhavika Lala,T,8,4,Phishing link / fake link,1,0
3596,Yadavi Amble,F,8,4,OTP fraud,1,0
3597,Yashodhara Sachdev,F,8,4,Phishing link / fake link,1,0
3598,Farhan Goyal,M,6,5,Cheque bounce fraud,1,0
3599,Siddharth Chakraborty,T,6,5,Ponzi / fake investment scheme,1,0
3600,Yuvraj Chandran,M,9,5,Shell company fraud,1,0
3601,Lavanya Saha,T,9,5,Shell company fraud,1,0
3602,Harish Magar,M,2,4,OTP fraud,1,0
3603,Banjeet Badal,M,2,1,Ambush attack at night,1,0
3604,Chakradev Jani,M,1,1,Knife-related assault,1,0
3605,Nitara Gupta,T,9,5,Cheque bounce fraud,1,0
3606,Rachana Bali,F,10,1,Blunt weapon assault,1,0
3607,Nicholas Gour,M,4,1,Blunt weapon assault,1,0
3608,Chandani Virk,F,4,1,Blunt weapon assault,1,0
3609,Dev Walia,M,12,4,OTP fraud,1,0
3610,Ikbal Sehgal,M,12,4,Social media impersonation,1,0
3611,Jackson Naidu,M,15,2,Forced window/door entry,1,0
3612,Yashodhara Sem,T,15,2,Lock-picking,1,0
3613,Eshana Rattan,F,15,2,Forced window/door entry,1,0
3614,Matthew Sangha,M,15,2,Forced window/door entry,1,0
3615,Yahvi Behl,F,8,1,Blunt weapon assault,1,0
3616,Darpan Mital,T,9,2,Forced window/door entry,1,0
3617,Ekta Sundaram,F,14,1,Blunt weapon assault,1,0
3618,Yatan Dua,M,14,1,Ambush attack at night,1,0
3619,Bahadurjit Reddy,M,11,2,Forced window/door entry,1,0
3620,Gautami Sridhar,F,11,2,Vehicle theft with duplicate key,1,0
3621,Viraj Krish,T,11,2,Vehicle theft with duplicate key,1,0
3622,Bhavya Behl,T,3,1,Unarmed physical assault,1,0
3623,Krisha Sarma,F,6,2,Lock-picking,1,0
3624,Waida Bhalla,T,6,2,Lock-picking,1,0
3625,Luke Ghose,T,5,4,OTP fraud,1,0
3626,Nitesh Sankar,M,4,3,Family/relative-perpetrated,1,0
3627,Christopher Dutta,M,4,3,Workplace harassment,1,0
3628,Mason Babu,M,1,2,Forced window/door entry,1,0
3629,Bimala Mutti,F,15,1,Knife-related assault,1,0
3630,Vansha Chana,F,15,1,Ambush attack at night,1,0
3631,Veer Sinha,M,15,1,Unarmed physical assault,1,0
3632,Inaya Lata,F,15,1,Unarmed physical assault,1,0
3633,Vedika Sheth,F,5,4,Phishing link / fake link,1,0
3634,Bhavya Chandran,F,5,1,Unarmed physical assault,1,0
3635,Rohan Sengupta,T,5,1,Unarmed physical assault,1,0
3636,Chaitaly Prakash,F,5,1,Ambush attack at night,1,0
3637,Ishwar Swaminathan,M,5,5,Cheque bounce fraud,1,0
3638,Ria Bhardwaj,F,4,5,Cheque bounce fraud,1,0
3639,Ekanta Kibe,F,4,5,Loan-default cheating,1,0
3640,Nimrat Nagar,T,4,5,Loan-default cheating,1,0
3641,Aarav Balasubramanian,M,4,5,Loan-default cheating,1,0
3642,Aachal Chand,F,10,1,Ambush attack at night,1,0
3643,Champak Sengupta,M,4,4,OTP fraud,1,0
3644,Advik Deshpande,T,15,2,Lock-picking,1,0
3645,Hamsini Comar,F,15,2,Lock-picking,1,0
3646,Hemangini Desai,F,15,4,OTP fraud,1,0
3647,Ekansh Bhargava,M,13,2,Vehicle theft with duplicate key,1,0
3648,Anya Sengupta,T,13,2,Vehicle theft with duplicate key,1,0
3649,Kamala Setty,T,6,4,Phishing link / fake link,1,0
3650,Samarth Padmanabhan,M,6,4,Phishing link / fake link,1,0
3651,Jatin Misra,M,1,2,Vehicle theft with duplicate key,1,0
3652,Yamini Solanki,T,1,2,Forced window/door entry,1,0
3653,Ranbir Varty,T,3,2,Vehicle theft with duplicate key,1,0
3654,Vanya Master,F,3,2,Vehicle theft with duplicate key,1,0
3655,Kavya Mahajan,F,15,3,Persistent online stalking before offence,1,0
3656,Girindra Nagi,M,15,2,Forced window/door entry,1,0
3657,Simon Dada,M,15,3,Persistent online stalking before offence,1,0
3658,Ati Taneja,F,15,3,Persistent online stalking before offence,1,0
3659,Viraj Gupta,M,15,3,Persistent online stalking before offence,1,0
3660,Banjeet Grover,T,13,2,Forced window/door entry,1,0
3661,Aarnav Parikh,M,6,3,Persistent online stalking before offence,1,0
3662,Vivaan Chokshi,T,6,3,Family/relative-perpetrated,1,0
3663,Bhavini Rao,T,12,5,Cheque bounce fraud,1,0
3664,Timothy Roy,T,12,5,Cheque bounce fraud,1,0
3665,Chandran Grewal,M,12,5,Ponzi / fake investment scheme,1,0
3666,Urvashi Sami,F,12,5,Loan-default cheating,1,0
3667,Hiral Dave,T,7,4,Phishing link / fake link,1,0
3668,Lavanya Nayar,T,7,4,OTP fraud,1,0
3669,Udyati Pal,F,7,4,Fake KYC update call,1,0
3670,Idika Mody,F,1,3,Workplace harassment,1,0
3671,Manan Bansal,T,14,2,Vehicle theft with duplicate key,1,0
3672,Ishwar Dave,M,14,2,Vehicle theft with duplicate key,1,0
3673,Gaurangi Wadhwa,T,12,3,Family/relative-perpetrated,1,0
3674,Oviya Dara,F,12,3,Workplace harassment,1,0
3675,Kamya Kulkarni,F,12,3,Persistent online stalking before offence,1,0
3676,Ranveer Jain,M,14,4,Phishing link / fake link,1,0
3677,Nathan Bahri,M,14,4,Fake KYC update call,1,0
3678,Robert Sandal,T,6,1,Ambush attack at night,1,0
3679,Rachit Bhandari,M,11,2,Vehicle theft with duplicate key,1,0
3680,Kamya Natarajan,F,7,2,Daylight chain/bag snatching,1,0
3681,Jyoti Sandhu,F,4,3,Family/relative-perpetrated,1,0
3682,Yashasvi Savant,F,4,3,Workplace harassment,1,0
3683,Vasudha Minhas,T,1,1,Ambush attack at night,1,0
3684,Patrick Modi,M,8,4,OTP fraud,1,0
3685,Sathvik Chadha,M,7,4,Fake KYC update call,1,0
3686,Mohammed Sridhar,T,7,4,OTP fraud,1,0
3687,Hemang Garde,M,8,4,Social media impersonation,1,0
3688,Naksh Mitter,M,7,1,Blunt weapon assault,1,0
3689,Abdul Muni,M,7,1,Blunt weapon assault,1,0
3690,Rushil Bhandari,M,8,3,Family/relative-perpetrated,1,0
3691,Bishakha Mahajan,T,4,2,Vehicle theft with duplicate key,1,0
3692,Zehaan Tata,M,4,2,Forced window/door entry,1,0
3693,Wridesh Samra,M,12,3,Workplace harassment,1,0
3694,Falak Sura,F,12,3,Workplace harassment,1,0
3695,Jagvi Chawla,T,5,2,Forced window/door entry,1,0
3696,Krishna Chand,M,14,2,Daylight chain/bag snatching,1,0
3697,Chakradev Shetty,M,14,2,Daylight chain/bag snatching,1,0
3698,Bina Chakraborty,F,3,4,Social media impersonation,1,0
3699,Nathaniel Choudhary,M,2,2,Forced window/door entry,1,0
3700,Sneha Kashyap,F,1,3,Persistent online stalking before offence,1,0
3701,Chavvi Mall,F,1,3,Family/relative-perpetrated,1,0
3702,Tanish Ravel,T,1,3,Family/relative-perpetrated,1,0
3703,Girik Khare,T,1,3,Persistent online stalking before offence,1,0
3704,Pavani Patil,F,3,1,Ambush attack at night,1,0
3705,Gaurang Ravi,M,3,1,Knife-related assault,1,0
3706,Xavier Nagarajan,M,2,3,Persistent online stalking before offence,1,0
3707,Ucchal Chahal,F,2,3,Persistent online stalking before offence,1,0
3708,Girindra Narula,T,5,4,Fake KYC update call,1,0
3709,Gavin Chatterjee,M,5,4,OTP fraud,1,0
3710,Vasatika Natt,T,13,5,Shell company fraud,1,0
3711,Nandini Date,F,13,5,Cheque bounce fraud,1,0
3712,Lekha Barad,T,11,5,Ponzi / fake investment scheme,1,0
3713,Xalak Naik,F,1,2,Daylight chain/bag snatching,1,0
3714,Manya Gaba,F,9,2,Daylight chain/bag snatching,1,0
3715,Jhalak Sandhu,T,5,4,Phishing link / fake link,1,0
3716,Hritik Pradhan,M,5,4,Social media impersonation,1,0
3717,Saumya Sagar,F,2,1,Blunt weapon assault,1,0
3718,Ishanvi Chakrabarti,F,2,1,Unarmed physical assault,1,0
3719,Rajata Wagle,T,7,2,Forced window/door entry,1,0
3720,Jack Samra,M,3,4,Phishing link / fake link,1,0
3721,Lakshmi Mangal,F,8,5,Shell company fraud,1,0
3722,Yatan Pandey,T,13,5,Loan-default cheating,1,0
3723,Yasti Bhat,F,10,2,Daylight chain/bag snatching,1,0
3724,Jagdish De,T,15,2,Lock-picking,1,0
3725,Oeshi Balakrishnan,T,7,2,Forced window/door entry,1,0
3726,Chakradev Konda,M,9,2,Vehicle theft with duplicate key,1,0
3727,Jai Lanka,M,9,2,Vehicle theft with duplicate key,1,0
3728,Hema Dass,F,7,1,Knife-related assault,1,0
3729,Upadhriti Bahl,F,7,1,Blunt weapon assault,1,0
3730,Chaaya Rout,F,7,1,Blunt weapon assault,1,0
3731,Jalsa Madan,T,7,1,Ambush attack at night,1,0
3732,Jeet Upadhyay,M,4,2,Forced window/door entry,1,0
3733,Gayathri Chopra,F,7,5,Ponzi / fake investment scheme,1,0
3734,Nitara Butala,T,13,2,Vehicle theft with duplicate key,1,0
3735,Bahadurjit Bhagat,T,13,2,Forced window/door entry,1,0
3736,Darsh Mistry,M,13,2,Lock-picking,1,0
3737,Wridesh Soni,M,13,2,Vehicle theft with duplicate key,1,0
3738,Anmol Halder,M,14,1,Ambush attack at night,1,0
3739,Girindra Som,M,13,2,Lock-picking,1,0
3740,Balendra Khurana,M,15,5,Loan-default cheating,1,0
3741,Urmi D’Alia,T,2,1,Knife-related assault,1,0
3742,Advaith Venkataraman,M,2,1,Knife-related assault,1,0
3743,Gaurang Dara,M,2,1,Knife-related assault,1,0
3744,Samesh Buch,T,2,1,Unarmed physical assault,1,0
3745,Theodore Narula,M,1,1,Knife-related assault,1,0
3746,Ojas Sodhi,M,8,3,Family/relative-perpetrated,1,0
3747,Anusha Savant,T,15,5,Cheque bounce fraud,1,0
3748,Noah Venkatesh,M,10,2,Forced window/door entry,1,0
3749,Yutika Garde,T,8,2,Lock-picking,1,0
3750,Gavin Kala,M,1,2,Forced window/door entry,1,0
3751,Varenya Datta,F,1,2,Vehicle theft with duplicate key,1,0
3752,Arya Bajaj,T,1,2,Forced window/door entry,1,0
3753,Azaan Kala,M,1,2,Daylight chain/bag snatching,1,0
3754,Yochana Saha,F,2,4,Social media impersonation,1,0
3755,Nihal Morar,T,2,4,Fake KYC update call,1,0
3756,Daksha Sahni,F,8,2,Daylight chain/bag snatching,1,0
3757,Radha Bhavsar,F,14,2,Vehicle theft with duplicate key,1,0
3758,Shaurya Garg,M,14,2,Vehicle theft with duplicate key,1,0
3759,Chakradev Naik,T,14,2,Daylight chain/bag snatching,1,0
3760,Wriddhish Mukhopadhyay,M,8,2,Lock-picking,1,0
3761,Niharika Doctor,F,14,1,Knife-related assault,1,0
3762,Megha Gulati,F,14,1,Knife-related assault,1,0
3763,Yash Mandal,T,11,4,OTP fraud,1,0
3764,Jeevika Oak,T,9,1,Knife-related assault,1,0
3765,Janaki Chander,F,9,1,Unarmed physical assault,1,0
3766,Diya Balakrishnan,F,9,1,Knife-related assault,1,0
3767,Arjun Upadhyay,T,9,1,Knife-related assault,1,0
3768,Advaith Tailor,T,9,2,Vehicle theft with duplicate key,1,0
3769,Neha Bandi,F,10,1,Ambush attack at night,1,0
3770,Vrishti Raman,F,10,1,Unarmed physical assault,1,0
3771,Jeet Savant,T,5,1,Knife-related assault,1,0
3772,Kashish Choudhry,T,12,3,Family/relative-perpetrated,1,0
3773,Mugdha Shroff,F,12,3,Family/relative-perpetrated,1,0
3774,Warinder Pingle,M,12,3,Persistent online stalking before offence,1,0
3775,Vaishnavi Sood,F,12,3,Workplace harassment,1,0
3776,Prisha Gade,F,6,3,Persistent online stalking before offence,1,0
3777,Oliver Dhar,M,11,2,Forced window/door entry,1,0
3778,Yagnesh Oak,T,3,1,Ambush attack at night,1,0
3779,Girindra Kakar,M,3,1,Blunt weapon assault,1,0
3780,Anmol Parmer,T,3,1,Knife-related assault,1,0
3781,Balhaar Raman,M,2,5,Shell company fraud,1,0
3782,Jairaj Dey,T,15,2,Forced window/door entry,1,0
3783,Jason Hari,M,5,2,Lock-picking,1,0
3784,Liam Rai,M,3,1,Ambush attack at night,1,0
3785,Sathvik Rajagopal,T,13,5,Loan-default cheating,1,0
3786,Harinakshi Balakrishnan,F,8,2,Daylight chain/bag snatching,1,0
3787,Reva Munshi,F,11,1,Ambush attack at night,1,0
3788,Faras Aggarwal,T,11,1,Knife-related assault,1,0
3789,Rachita Borde,T,7,1,Knife-related assault,1,0
3790,Madhav Kalita,M,7,1,Unarmed physical assault,1,0
3791,Wyatt Mandal,M,7,1,Blunt weapon assault,1,0
3792,Maanas Bhasin,M,7,1,Unarmed physical assault,1,0
3793,Faris Sant,M,5,5,Shell company fraud,1,0
3794,Ayush Banerjee,M,5,5,Ponzi / fake investment scheme,1,0
3795,Qushi Ganesh,F,5,5,Shell company fraud,1,0
3796,Darsh Joshi,T,5,2,Daylight chain/bag snatching,1,0
3797,Chandresh Sankar,T,2,2,Lock-picking,1,0
3798,Bina Srivastava,F,2,2,Daylight chain/bag snatching,1,0
3799,Nicholas Setty,M,2,2,Daylight chain/bag snatching,1,0
3800,Jalsa Sandal,F,11,4,Phishing link / fake link,1,0
3801,Vritti Ray,T,11,4,Fake KYC update call,1,0
3802,Harini Misra,F,9,2,Forced window/door entry,1,0
3803,Vihaan Mahal,T,6,5,Loan-default cheating,1,0
3804,Ikbal Soni,M,4,3,Persistent online stalking before offence,1,0
3805,Kala Rastogi,F,11,2,Lock-picking,1,0
3806,Vrinda Dubey,F,11,2,Forced window/door entry,1,0
3807,Radha Dass,F,11,2,Daylight chain/bag snatching,1,0
3808,Jagdish Bhatti,T,11,2,Vehicle theft with duplicate key,1,0
3809,Zarna Banik,F,9,2,Lock-picking,1,0
3810,Abdul Nagarajan,M,9,2,Daylight chain/bag snatching,1,0
3811,Faras Misra,M,10,4,Phishing link / fake link,1,0
3812,Vamakshi Sidhu,F,3,2,Forced window/door entry,1,0
3813,Sathvik Kumer,M,3,2,Daylight chain/bag snatching,1,0
3814,Deepa Srinivas,F,3,2,Daylight chain/bag snatching,1,0
3815,Chaitanya Karpe,M,14,1,Blunt weapon assault,1,0
3816,Netra Kakar,F,14,1,Unarmed physical assault,1,0
3817,Dayamai Kari,F,10,1,Ambush attack at night,1,0
3818,Warda Dass,F,2,2,Daylight chain/bag snatching,1,0
3819,Aadi Barad,M,8,2,Forced window/door entry,1,0
3820,George Dugar,M,7,5,Loan-default cheating,1,0
3821,Advay Patil,M,15,2,Lock-picking,1,0
3822,Oviya Loke,T,15,2,Daylight chain/bag snatching,1,0
3823,Riya Mander,F,6,2,Forced window/door entry,1,0
3824,Avni Konda,F,12,4,Phishing link / fake link,1,0
3825,Gaurika Garde,F,12,4,OTP fraud,1,0
3826,Nidra Arya,F,4,4,Fake KYC update call,1,0
3827,Nihal Murty,M,4,4,Phishing link / fake link,1,0
3828,Dayita Sathe,F,4,4,Phishing link / fake link,1,0
3829,Samar Walla,M,4,4,OTP fraud,1,0
3830,Yutika Sem,F,11,5,Shell company fraud,1,0
3831,Bakhshi Kar,M,10,4,Phishing link / fake link,1,0
3832,Chasmum Dalal,F,6,3,Workplace harassment,1,0
3833,Ekiya Merchant,F,8,2,Vehicle theft with duplicate key,1,0
3834,Charles Dugar,M,11,4,Phishing link / fake link,1,0
3835,Urvashi Nagy,T,11,4,Phishing link / fake link,1,0
3836,Gauri Das,T,4,2,Daylight chain/bag snatching,1,0
3837,Bahadurjit Patla,M,4,2,Vehicle theft with duplicate key,1,0
3838,Theodore Ganguly,M,6,4,Phishing link / fake link,1,0
3839,Manbir Vig,M,11,2,Vehicle theft with duplicate key,1,0
3840,Ishani Kata,F,11,2,Forced window/door entry,1,0
3841,Vinaya Lad,F,6,2,Vehicle theft with duplicate key,1,0
3842,Falan Patel,M,6,2,Forced window/door entry,1,0
3843,Jacob Lal,T,12,4,Social media impersonation,1,0
3844,Sanaya Kapoor,F,12,4,Social media impersonation,1,0
3845,Dayita Chokshi,F,10,1,Unarmed physical assault,1,0
3846,Lopa Pall,F,8,5,Shell company fraud,1,0
3847,Krishna Wable,M,1,4,Social media impersonation,1,0
3848,Yuvraj Hayer,M,1,4,OTP fraud,1,0
3849,Harsh Bandi,T,6,1,Ambush attack at night,1,0
