VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
1404,2002,Chandresh Sankar,29,1,0
1405,2003,Pooja Brar,83,3,0
1406,2005,Ladli Master,46,3,1
1407,2006,Januja Hayre,13,2,0
1408,2008,Faris Jayaraman,10,1,0
1409,2008,Rushil Chaudhari,74,2,0
1410,2009,Yamini Radhakrishnan,47,2,0
1411,2011,Tanmayi Krishnan,13,1,0
1412,2012,Rehaan Krishna,2,3,0
1413,2016,Lipika Tiwari,43,3,0
1414,2018,Gavin Muni,38,3,0
1415,2021,Kamya Nayak,1,3,0
1416,2022,Siya Ganesh,1,3,0
1417,2023,Kala Kapoor,36,3,0
1418,2025,Chasmum Nori,35,2,0
1419,2026,Vinaya Lad,19,3,0
1420,2027,Omisha Sarma,34,3,0
1421,2028,Raksha Shan,61,2,0
1422,2030,Hema Gaba,15,3,0
1423,2031,Arjun Goyal,58,3,0
1424,2033,Zinal Kulkarni,60,2,0
1425,2033,Indali Date,85,2,0
1426,2035,Bhavini Kalla,72,3,0
1427,2041,Ishaan Gole,76,1,0
1428,2042,Zinal Keer,18,3,0
1429,2043,Omisha Nayak,6,3,0
1430,2043,Charan Bakshi,16,3,0
1431,2044,Tarak Sodhi,42,3,0
1432,2045,Dayamai Balan,27,3,0
1433,2045,Owen Varma,66,2,0
1434,2048,Manthan Ravi,14,3,0
1435,2048,Dalaja Srinivas,26,1,0
1436,2049,Rachita Trivedi,49,1,0
1437,2052,Ayaan Kaul,54,2,0
1438,2053,Dominic Sarraf,61,3,0
1439,2055,Ekanta Kothari,48,1,0
1440,2057,Charles Mahajan,67,2,0
1441,2061,Rohan Sama,56,2,0
1442,2061,Patrick Thakkar,19,3,0
1443,2062,Nitara Keer,9,3,0
1444,2062,Triya Dora,85,1,1
1445,2062,Eshana Malhotra,18,1,0
1446,2064,Megha Pandya,42,2,0
1447,2066,Patrick Bhakta,53,2,0
1448,2067,Hema Bhatti,18,2,0
1449,2068,Jasmit Kibe,41,3,0
1450,2070,Warinder Khosla,5,1,0
1451,2071,Yuvraj Ramanathan,45,1,0
1452,2072,Wyatt Oak,47,3,0
1453,2073,Garima Gopal,15,2,0
1454,2073,Ethan Agarwal,31,2,0
1455,2075,Wridesh Borde,7,1,0
1456,2078,Eshana Bali,43,2,0
1457,2079,Ekanta Dalal,15,2,0
1458,2081,Owen Choudhary,1,1,0
1459,2082,Divya Chatterjee,57,2,0
1460,2082,Falguni Majumdar,44,1,0
1461,2082,Wridesh Munshi,22,3,0
1462,2083,Chasmum Shankar,48,2,0
1463,2084,Harsh Sethi,49,1,0
1464,2085,Niharika Nagi,45,2,0
1465,2088,Umang Pandya,29,3,0
1466,2090,Urvashi Nanda,73,1,0
1467,2091,Banjeet Vala,5,1,0
1468,2095,Bhavna Raval,55,2,0
1469,2097,Bhavika Trivedi,55,1,0
1470,2098,Charvi Kuruvilla,58,1,0
1471,2099,Faraj Khanna,48,2,0
1472,2101,Caleb Saxena,7,1,0
1473,2101,Ekapad Subramanian,5,3,0
1474,2101,Tarak Sood,49,1,0
1475,2102,Harita Wagle,41,3,0
1476,2103,Anamika Golla,34,2,0
1477,2104,Bhanumati Setty,76,3,0
1478,2106,Faras Bedi,30,1,0
1479,2107,Waida Toor,8,2,0
1480,2111,Eshana Manda,71,2,0
1481,2111,Gayathri Mallick,79,3,0
1482,2112,Jeremiah Ganesh,37,3,0
1483,2113,Fiyaz Rao,53,1,0
1484,2114,Qadim Kumer,65,3,0
1485,2116,Oliver Sood,4,3,0
1486,2118,Ethan Sunder,32,2,0
1487,2119,Falak Wali,85,3,0
1488,2124,Zarna Sood,84,2,0
1489,2128,Samuel De,5,1,0
1490,2130,Daksha Ray,64,1,0
1491,2132,Tanveer Deshpande,57,2,0
1492,2133,Isaiah Jaggi,12,1,0
1493,2134,Nidhi Nazareth,4,2,0
1494,2134,Devansh Puri,13,3,0
1495,2134,Saumya Patla,32,1,0
1496,2135,Gautami Ranganathan,18,1,0
1497,2136,Veer Thakur,27,1,0
1498,2137,Krish Zachariah,38,1,0
1499,2138,Chakrika Bala,17,1,0
1500,2141,Indali Dara,53,3,0
1501,2142,Daksh Palla,81,1,0
1502,2143,Chaaya Dua,5,1,0
1503,2147,Gunbir Ratti,64,2,0
1504,2148,Arin Shan,55,3,0
1505,2149,Devansh Gole,11,2,0
1506,2150,Jairaj Kale,32,2,0
1507,2150,Vansha Bumb,85,2,0
1508,2152,Vrinda Iyer,37,2,0
1509,2153,Pallavi Pingle,3,1,0
1510,2153,Girik Venkataraman,59,1,0
1511,2156,Dominic Johal,84,2,1
1512,2156,Ladli Prakash,47,1,0
1513,2157,Tara Deshmukh,11,2,0
1514,2158,Zinal Grewal,75,3,0
1515,2159,Siddharth Buch,43,3,0
1516,2160,Inaya Tella,38,2,0
1517,2162,Chandran Nadig,64,1,0
1518,2163,Yuvraj Sahni,26,2,0
1519,2165,Yauvani Halder,66,3,0
1520,2167,Lohit Goel,64,1,0
1521,2168,Faris Kar,17,2,0
1522,2168,Anusha Bhasin,60,1,0
1523,2168,Lopa Buch,4,2,0
1524,2170,Saanvi Tiwari,63,2,0
1525,2170,Rohan Acharya,24,2,0
1526,2171,Daksha Vaidya,54,3,0
1527,2172,Libni Nair,33,3,0
1528,2172,Aayush Dhar,67,3,0
1529,2174,Yash Kapur,61,3,1
1530,2176,Mitesh Rege,67,1,0
1531,2180,Dayita Thakur,51,2,0
1532,2182,Balvan Nagar,14,2,0
1533,2185,Devansh Setty,67,3,1
1534,2186,Abhimanyu Grover,58,3,0
1535,2187,Anita Magar,64,2,0
1536,2188,Anita Raman,30,2,0
1537,2189,Ikshita Bail,84,2,0
1538,2191,Kiaan Keer,32,1,0
1539,2192,Aishani Dube,59,3,0
1540,2195,Niharika Patla,2,1,0
1541,2197,Kavya Jhaveri,40,3,0
1542,2199,Dipta Tandon,37,1,0
1543,2200,Vedhika Bhakta,47,3,0
1544,2201,Warjas Mukhopadhyay,26,2,0
1545,2202,Jagvi Raj,66,1,0
1546,2203,Ekbal Swamy,25,2,0
1547,2204,Vidhi Kala,31,3,0
1548,2207,Nitesh Sahota,59,3,0
1549,2208,Atharv Shanker,41,3,0
1550,2208,Unni Kumer,17,3,0
1551,2209,Oni Mukherjee,40,1,0
1552,2210,Samar Parsa,20,3,0
1553,2211,Priya Swaminathan,8,1,0
1554,2216,Wakeeta Tella,82,1,0
1555,2217,Amruta Sachdeva,73,3,0
1556,2218,Chaaya Oak,37,1,0
1557,2219,Yashodhara Brar,33,2,0
1558,2226,Fariq Khurana,47,3,0
1559,2228,Noah Dua,83,2,0
1560,2235,Zayyan Chaudry,22,3,0
1561,2235,Hiral Dass,35,1,0
1562,2237,Ekavir Minhas,33,3,0
1563,2239,Pallavi Aurora,32,3,0
1564,2239,Christopher Kapadia,71,3,0
1565,2239,Vasudha Bobal,21,1,0
1566,2242,Tripti Madan,74,2,0
1567,2243,Chandresh Ghose,31,3,0
1568,2243,Dev Joshi,66,1,0
1569,2244,Aarav Sha,69,1,0
1570,2247,Vivaan Murty,56,1,0
1571,2248,Finn Dara,56,1,1
1572,2250,Damyanti Tara,47,1,0
1573,2251,Anusha Merchant,8,2,0
1574,2255,Rishi Bir,9,1,0
1575,2257,Balvan Talwar,11,3,0
1576,2258,Laksh Pai,44,3,0
1577,2259,Ati Dhillon,17,1,0
1578,2259,Warhi Zachariah,27,3,0
1579,2260,Hitesh Modi,82,2,0
1580,2261,Osha Loke,28,1,0
1581,2262,Gaurang Lanka,37,3,0
1582,2263,Lekha Sathe,85,2,0
1583,2264,Madhavi Goel,35,1,0
1584,2265,Chaman Ram,72,3,0
1585,2267,Bahadurjit Dhar,81,1,0
1586,2268,Kavya Sen,79,3,0
1587,2268,Watika Pradhan,85,2,0
1588,2269,Ayush Shan,8,1,0
1589,2272,Vritti Johal,15,2,0
1590,2273,Andrew Hans,10,2,0
1591,2275,Zehaan Sarkar,71,1,0
1592,2276,Jalsa Sunder,5,1,0
1593,2277,Gaurangi Parsa,75,2,0
1594,2280,Charita Ramachandran,81,3,0
1595,2281,Harita Char,12,1,0
1596,2284,Yachana Thaker,46,3,0
1597,2284,Om Jha,20,3,0
1598,2286,Ati Sane,64,2,0
1599,2287,Lopa Mohan,37,1,0
1600,2288,Dhriti Agate,79,1,0
1601,2289,Ojas Basak,9,1,0
1602,2291,Jonathan Sheth,84,3,0
1603,2293,Vaishnavi Khosla,59,2,0
1604,2297,Yashawini Peri,56,2,0
1605,2297,Ikbal More,37,2,0
1606,2299,Gagan Badal,78,3,0
1607,2300,Vaishnavi Nagarajan,56,2,0
1608,2301,Triveni Pillay,9,1,0
1609,2306,Neha Sabharwal,15,2,0
1610,2308,Geetika Sen,17,1,0
1611,2309,Nitesh Dugar,72,2,0
1612,2311,Ria Dutt,55,1,0
1613,2313,Xavier Cheema,25,2,0
1614,2315,Odika Pau,27,2,0
1615,2316,Tarak Pal,75,3,0
1616,2316,Anay Lanka,53,3,0
1617,2317,Warinder Varty,82,1,0
1618,2319,Gaurav Tak,26,3,0
1619,2320,Triveni Devan,32,3,0
1620,2324,Amruta Yogi,75,2,0
1621,2325,Pallavi Gokhale,75,1,0
1622,2326,Jackson Pall,75,1,0
1623,2326,Zilmil Khanna,20,1,0
1624,2328,Gaurangi Krishna,21,2,0
1625,2329,Manbir Memon,45,1,0
1626,2330,Yashvi Saha,77,3,0
1627,2332,Gautami Muni,5,1,0
1628,2332,Harinakshi Naik,7,3,0
1629,2336,Vidhi Tella,38,3,0
1630,2337,Ekaraj Bandi,58,3,0
1631,2340,Ucchal Baral,66,1,0
1632,2341,Omya Chaudhari,57,2,0
1633,2342,Qarin Nigam,5,2,0
1634,2343,Charita Mukhopadhyay,85,2,0
1635,2343,Onkar Prasad,42,2,0
1636,2346,Gautami Tiwari,10,2,0
1637,2347,Charan Ganesan,75,1,0
1638,2351,Jasmit Solanki,81,1,0
1639,2352,Brinda Gokhale,12,2,0
1640,2353,Edhitha Deol,47,3,0
1641,2354,Falan Baria,52,2,0
1642,2354,Banjeet Contractor,21,1,0
1643,2356,Tanay Pandey,39,1,0
1644,2358,Adweta Goel,27,1,0
1645,2359,Riya Gera,30,1,0
1646,2362,Dalaja Luthra,43,3,0
1647,2363,Ethan Verma,19,1,0
1648,2363,Harish Jayaraman,45,2,0
1649,2363,Kabir Bera,36,1,0
1650,2365,Charles Dani,26,3,0
1651,2365,Hamsini Kapadia,11,2,0
1652,2367,Manya Bhagat,16,1,1
1653,2368,Guneet Balasubramanian,31,2,0
1654,2369,Ikshita Bera,7,2,0
1655,2369,Chaaya Agrawal,30,3,0
1656,2369,Utkarsh Savant,46,2,0
1657,2375,Quincy Bir,69,1,0
1658,2376,Anvi Gokhale,17,2,0
1659,2376,Triya Bhat,54,2,0
1660,2376,Libni Chokshi,7,3,0
1661,2378,Aarav Dube,6,2,0
1662,2379,Zaid Varughese,43,2,0
1663,2384,Sneha Iyer,19,1,0
1664,2385,Suhani Sura,75,3,0
1665,2386,Daksh Narain,36,1,0
1666,2387,Yatan Sekhon,35,1,0
1667,2388,Isaac Bassi,6,2,0
1668,2389,Aditya Kala,35,3,0
1669,2390,Zaid Sastry,36,2,0
1670,2390,Ikbal Dora,66,2,0
1671,2393,Hemal Lall,57,1,0
1672,2395,Reva Pau,40,2,0
1673,2396,Nandini Dutt,21,3,1
1674,2396,Girik Tank,27,1,0
1675,2398,Barkha Subramaniam,21,2,0
1676,2399,Pushti Wali,47,1,0
1677,2401,Edhitha Saini,72,1,0
1678,2401,Yashica Mani,35,2,0
1679,2403,Faris Kala,75,1,0
1680,2404,Gavin Lala,55,2,0
1681,2405,Champak Dave,19,1,0
1682,2406,Edhitha Deo,35,3,0
1683,2407,Balvan Sharaf,63,1,0
1684,2409,Chakradhar Palla,29,3,0
1685,2410,Sai Bose,56,2,0
1686,2414,Mason Bala,73,3,0
1687,2415,Yuvraj Dubey,53,1,0
1688,2416,Fitan Acharya,67,1,0
1689,2417,Maanas Talwar,49,2,0
1690,2419,Meghana Bahri,66,1,0
1691,2420,Oscar Chauhan,28,2,0
1692,2421,Azad Dutta,7,3,0
1693,2422,Fiyaz Ram,32,2,0
1694,2423,Yatin Sanghvi,19,2,0
1695,2425,Lucky Khosla,25,2,0
1696,2428,Jai Bahri,83,2,0
1697,2431,Yatan Varughese,62,1,0
1698,2434,Wakeeta Mistry,76,3,0
1699,2435,Darpan Ramakrishnan,84,1,0
1700,2436,Yug Ghose,17,3,0
1701,2437,Ekta Rout,81,3,0
1702,2440,Nilima Choudhry,2,3,0
1703,2441,Forum Wason,24,1,0
1704,2443,Oliver Narula,7,1,0
1705,2444,Timothy Nayar,12,1,0
1706,2444,Qarin Gopal,47,3,0
1707,2445,Advik Doctor,57,2,0
1708,2447,Ranveer Swamy,3,2,0
1709,2448,Chakrika Shetty,53,2,0
1710,2450,Pahal Narayanan,57,3,0
1711,2451,Gunbir Muni,53,2,0
1712,2453,Ishaan Oza,2,3,0
1713,2454,Ishita Bumb,82,2,0
1714,2455,Balhaar Balan,20,1,0
1715,2456,Saumya Badami,7,2,0
1716,2458,Yatan Vasa,30,2,0
1717,2458,Dalbir Nagi,27,2,0
1718,2461,Maya Warrior,69,3,0
1719,2462,Ishaan Joshi,47,3,0
1720,2463,Urishilla Palan,53,1,0
1721,2464,Abhimanyu Nagy,16,3,0
1722,2467,Shivansh Din,4,3,0
1723,2468,Bakhshi Chana,11,3,0
1724,2469,Kalpit Tripathi,71,2,0
1725,2473,Gagan Soman,14,2,0
1726,2474,Udarsh Dyal,16,3,0
1727,2475,Chatresh Trivedi,42,3,0
1728,2475,Oliver Tripathi,41,1,0
1729,2479,Faqid Gulati,85,2,0
1730,2483,Finn Barad,78,3,0
1731,2485,Brinda Manne,65,3,0
1732,2485,William Tailor,53,2,0
1733,2486,Upadhriti Yogi,53,2,0
1734,2487,Viraj Shankar,46,3,0
1735,2487,Eta Varma,82,3,0
1736,2489,Ladli Pandit,43,2,0
1737,2492,Oeshi Patel,37,2,0
1738,2494,Dominic Bawa,46,3,0
1739,2496,Gaurav Joshi,53,1,0
1740,2496,Dhruv Chanda,32,2,0
1741,2497,Radhika Devan,50,2,0
1742,2498,Timothy Goyal,52,3,0
1743,2503,Mitali Rout,5,2,0
1744,2504,Sara Saxena,83,2,0
1745,2506,Sara Sinha,54,1,0
1746,2506,Neelima Rajagopal,72,2,0
1747,2506,Charles Gola,21,3,0
1748,2508,Ijaya Dutta,58,3,0
1749,2508,Dhriti Chatterjee,69,3,0
1750,2510,Ekbal Bhasin,38,2,0
1751,2510,Chavvi Bhargava,65,1,0
1752,2511,Triveni Sule,53,2,1
1753,2512,Turvi Tak,64,3,0
1754,2513,Kiaan Jha,15,1,0
1755,2514,Girik Bhatt,22,2,1
1756,2516,Vrishti Kade,33,3,0
1757,2518,Anusha Nayak,49,3,0
1758,2520,Simon Brar,21,2,0
1759,2520,Imaran Natt,41,1,0
1760,2521,Ekaja Parmar,21,1,0
1761,2522,Meghana Barad,34,3,0
1762,2522,Lipika Banerjee,53,1,0
1763,2524,Thomas Kothari,81,3,0
1764,2526,Ranveer Tak,27,2,0
1765,2530,Ati Dugar,61,1,1
1766,2531,Zaid Swamy,6,3,0
1767,2532,Kamala Bala,82,2,0
1768,2534,Ubika Ramaswamy,61,1,0
1769,2534,Advaith Parikh,15,3,0
1770,2535,Vasudha Uppal,65,1,0
1771,2536,Devika Barad,13,3,0
1772,2537,Edhitha Boase,12,1,0
1773,2540,Naksh Lal,40,1,0
1774,2545,Tanmayi Tank,22,1,0
1775,2546,Mahika Murthy,74,3,0
1776,2546,Rohan Sampath,14,3,0
1777,2547,Siya Singh,67,1,0
1778,2548,Samuel Seshadri,82,2,0
1779,2551,Jai Prabhakar,69,1,0
1780,2551,Gabriel Mitra,76,2,1
1781,2552,Chandresh Balay,3,2,0
1782,2553,Fitan Tripathi,43,3,0
1783,2553,Shivansh Mangal,4,1,0
1784,2553,Aarav Radhakrishnan,27,2,0
1785,2555,Dev Bala,17,2,0
1786,2556,Maanav Lad,50,1,0
1787,2558,Bahadurjit Narula,58,2,1
1788,2559,Anika Dayal,62,2,0
1789,2561,Aachal Lall,46,2,0
1790,2562,Patrick Borde,69,2,0
1791,2563,Indrajit Iyengar,68,1,0
1792,2566,Wazir Wason,32,3,0
1793,2566,Ekalinga Narayan,52,2,0
1794,2567,Chasmum Dhaliwal,70,1,0
1795,2569,Onkar Kapoor,33,3,0
1796,2570,Yagnesh Buch,61,3,0
1797,2571,Urishilla Viswanathan,56,2,0
1798,2572,Hemani Borah,64,3,0
1799,2573,Zarna Memon,84,3,0
1800,2574,Sathvik Narayan,18,1,0
1801,2574,Ishaan Keer,3,3,0
1802,2577,Neel Varma,17,2,0
1803,2577,Mekhala Kata,19,3,0
1804,2578,Hritik Kohli,53,1,0
1805,2580,Jacob Ghosh,54,1,1
1806,2582,Lakshmi Ravel,40,1,0
1807,2584,Indali Lall,32,1,0
1808,2584,Noah Date,70,1,0
1809,2586,Naveen Korpal,37,3,0
1810,2587,Arin Chaudhari,58,1,0
1811,2589,Yatin Nagar,66,3,0
1812,2591,Urvi Roy,3,1,0
1813,2592,Priya Konda,55,1,0
1814,2593,Keya Bhagat,42,3,0
1815,2594,Rayaan Bal,47,2,0
1816,2595,Yashodhara Tripathi,13,1,0
1817,2596,Ryan Karpe,10,2,0
1818,2599,Gaurav Chadha,63,2,0
1819,2599,Yachana Baria,7,2,0
1820,2601,Mitali Deol,72,2,0
1821,2602,Varsha Choudhry,63,2,0
1822,2604,Damini Ramakrishnan,66,2,0
1823,2604,Chaitaly Rajagopal,57,3,0
1824,2606,Chatura Srivastava,41,1,0
1825,2607,Rishi Ahluwalia,1,1,0
1826,2610,Hredhaan Barad,14,3,0
1827,2611,Qushi Tailor,44,1,0
1828,2613,Sai Mani,49,2,0
1829,2614,Zilmil Saxena,49,1,0
1830,2617,Manthan Misra,56,2,0
1831,2618,Aarnav Sarraf,37,2,0
1832,2618,Balvan Biswas,7,3,0
1833,2619,Balendra Gour,7,1,0
1834,2619,Adya Din,7,3,0
1835,2619,Arjun Varma,80,1,0
1836,2620,Hemani Bakshi,1,2,0
1837,2622,Atharv Chacko,16,3,0
1838,2625,Dayamai Loke,53,2,0
1839,2626,Arya Bakshi,73,1,0
1840,2627,Sai Chatterjee,48,2,0
1841,2628,Xiti Basak,75,3,0
1842,2631,Divya Basak,60,1,0
1843,2635,Mekhala Bobal,55,1,0
1844,2636,Jack Dani,28,3,0
1845,2637,Qasim Mukherjee,25,1,0
1846,2637,Aadhya Raj,70,2,0
1847,2639,Jhalak Wason,57,1,0
1848,2639,Gayathri Narang,68,2,0
1849,2640,Pooja Raval,62,1,0
1850,2641,Neel Saxena,84,2,0
1851,2642,Amrita Mander,43,1,0
1852,2643,Manbir Karpe,34,1,0
1853,2644,Yamini Rajan,4,2,0
1854,2648,Reyansh Setty,37,1,0
1855,2648,Nicholas Patil,73,1,0
1856,2649,Mason Lalla,67,2,0
1857,2650,Bhanumati Pant,44,1,0
1858,2651,Jasmit Keer,81,1,0
1859,2655,Warinder Pradhan,8,1,0
1860,2655,Vansha Chadha,45,1,0
1861,2656,Ayushman Devan,36,2,0
1862,2656,Qarin Bhagat,30,2,0
1863,2656,Janaki Bhatt,19,3,0
1864,2657,Pahal Balakrishnan,36,2,0
1865,2658,Gunbir Memon,57,3,0
1866,2660,Nikita Bala,49,2,0
1867,2661,Abdul Sheth,76,1,0
1868,2661,Falguni Sha,38,3,0
1869,2662,Sai Rege,24,1,0
1870,2663,Gaurav Bhatt,63,1,0
1871,2663,Faqid Chadha,57,1,0
1872,2663,Anjali Pathak,83,2,0
1873,2665,Sai Dhar,84,1,0
1874,2666,Ishwar Palan,73,2,0
1875,2667,Gopal Batta,70,2,0
1876,2667,Krishna Balay,13,2,0
1877,2668,Warhi Datta,79,1,0
1878,2670,Veer Gulati,1,3,0
1879,2673,Xiti Bal,85,2,0
1880,2674,Mahika Saxena,46,1,0
1881,2683,Arin Vala,26,3,0
1882,2684,Indali Murty,29,3,0
1883,2685,Siddharth Prabhakar,56,3,1
1884,2686,Yashvi Dua,46,3,0
1885,2688,Ayush Dhillon,85,1,0
1886,2688,Vedhika Pradhan,53,3,0
1887,2690,Urvi Parmer,33,3,0
1888,2695,Omkaar Joshi,24,1,1
1889,2696,Gautam Vasa,69,1,0
1890,2697,Anika Vora,31,1,0
1891,2700,Anamika Hayer,56,3,0
1892,2703,Bhavika Krishnan,69,2,0
1893,2704,Varenya Mangat,4,2,1
1894,2705,Yahvi Varkey,31,1,1
1895,2706,Divya Chopra,85,1,0
1896,2707,Warjas Halder,20,2,0
1897,2709,Atharv Datta,26,3,0
1898,2710,Balhaar Gera,32,1,0
1899,2713,Brinda Choudhary,23,1,0
1900,2713,Charvi Vig,64,3,1
1901,2715,Anthony Pall,61,3,0
1902,2717,Bina Natarajan,79,2,0
1903,2718,Sudiksha Tiwari,13,1,0
1904,2719,Rajeshri Parikh,5,2,0
1905,2721,Ekani Om,30,2,0
1906,2722,Henry Chacko,32,2,0
1907,2723,Gavin Lalla,40,2,0
1908,2724,Diya Sheth,78,1,0
1909,2726,Chatresh Singhal,38,3,0
1910,2727,Lavanya Mitra,71,3,0
1911,2730,Gagan Shah,63,3,0
1912,2735,Gayathri Bajaj,33,1,0
1913,2736,Nisha Hayre,79,2,0
1914,2737,Samarth Dar,21,3,0
1915,2737,Mitesh Goel,84,2,0
1916,2738,Yasti Sen,49,2,0
1917,2739,Vedant Naidu,75,3,0
1918,2741,Raagini Vora,78,1,0
1919,2742,Urmi Atwal,82,2,0
1920,2748,Wishi Bhatnagar,12,3,0
1921,2752,Yashodhara Bahri,30,2,0
1922,2755,Kavya Mody,59,3,0
1923,2756,Ryan Jain,40,1,0
1924,2759,Abha Peri,84,1,0
1925,2761,Falguni Tiwari,78,1,0
1926,2763,Dev Mittal,21,3,0
1927,2764,Madhav Ramesh,33,1,0
1928,2766,Rehaan Patla,53,1,0
1929,2768,Bhavika Manda,36,3,0
1930,2769,Urmi Sharaf,5,2,0
1931,2770,Anusha Soni,70,3,0
1932,2772,Xalak De,1,2,0
1933,2773,Harshil Nath,52,1,0
1934,2774,Manthan Char,44,1,0
1935,2777,Orinder Thaker,72,2,0
1936,2781,Ijaya Behl,57,2,0
1937,2784,Unni Nayak,62,2,0
1938,2785,Oviya Handa,36,3,0
1939,2786,Dalbir Ramakrishnan,51,3,0
1940,2789,Daksha Buch,49,2,0
1941,2790,Yachana Saxena,69,2,0
1942,2791,Leena Rana,79,2,0
1943,2791,Gaurika Agarwal,39,2,0
1944,2791,Zansi Bal,32,2,0
1945,2796,Avi Sarin,54,3,0
1946,2799,Darsh Goswami,23,3,0
1947,2801,Gopal Kapadia,29,1,0
1948,2801,Anthony Walla,36,3,0
1949,2802,Bhanumati Gour,43,1,1
1950,2803,Fiyaz Kota,11,3,0
1951,2810,Darsh Anand,38,3,0
1952,2811,Yadavi Dasgupta,62,2,0
1953,2812,Vidhi Rajagopalan,3,3,0
1954,2813,Ganga Prashad,65,3,0
1955,2813,Wishi Pandya,58,3,0
1956,2815,Avi Goda,2,2,0
1957,2815,Nikita Savant,82,1,0
1958,2817,Bakhshi Pandya,54,2,0
1959,2818,Samesh Nayak,73,1,0
1960,2821,Lipika Mann,59,1,0
1961,2823,Rachana Bahl,41,3,0
1962,2825,Balveer Chatterjee,4,1,0
1963,2825,Hardik Ahluwalia,1,1,0
1964,2827,Kritika Dua,32,3,0
1965,2829,Wridesh Rau,52,1,0
1966,2831,Jeet Sunder,55,2,0
1967,2831,Wazir Mittal,25,2,0
1968,2832,Mason Ramanathan,74,3,0
1969,2834,Yasti Kota,76,3,0
1970,2836,Rayaan Iyer,69,3,0
1971,2837,Rachana Ramachandran,34,2,0
1972,2839,Niharika Jha,68,2,0
1973,2840,Wishi Balay,35,1,0
1974,2844,Ranbir Gokhale,70,2,0
1975,2845,Reva Balakrishnan,46,2,0
1976,2847,Ayush Butala,14,2,0
1977,2848,Xalak Mangat,85,1,0
1978,2848,Vidhi Verma,77,3,0
1979,2850,Shivansh Chana,2,3,0
1980,2850,Charvi Kumer,4,3,0
1981,2850,Ayaan Shukla,68,1,0
1982,2851,Qasim Kar,84,3,0
1983,2852,Kritika Banik,60,3,0
1984,2852,Victor Oommen,51,3,0
1985,2853,Oeshi Mand,85,3,0
1986,2855,Raagini Saini,59,2,0
1987,2857,Aryan Merchant,42,3,0
1988,2860,Tejas Chacko,73,1,0
1989,2863,Bina Mitter,18,2,0
1990,2863,Aishani Pant,55,2,0
1991,2864,Anya Seth,4,3,0
1992,2865,Aahana Narayanan,20,1,0
1993,2866,Ria Cheema,45,2,0
1994,2867,Logan Merchant,62,3,0
1995,2868,Urmi Mahajan,37,1,0
1996,2868,Ridhi Joshi,45,3,0
1997,2869,Nidhi Varghese,6,2,0
1998,2871,Libni Sathe,12,2,0
1999,2875,Lajita Ghose,25,2,0
2000,2877,Hitesh Date,14,1,0
2001,2880,Naksh Sama,6,1,0
2002,2881,Aashi Srivastava,10,2,0
2003,2882,Abeer Ben,61,1,0
2004,2883,Anthony Nayak,20,2,0
2005,2886,Nandini Pau,75,2,0
2006,2888,Janani Srinivas,79,3,0
2007,2890,Tejas Chacko,76,2,0
2008,2893,Charles Muni,83,1,0
2009,2894,Maanav Chhabra,36,3,0
2010,2895,Hiral Suresh,77,1,0
2011,2898,Krisha Badami,23,2,0
2012,2899,Anya Roy,40,1,0
2013,2900,Harita Sem,45,3,0
2014,2900,Samaksh Kuruvilla,21,2,0
2015,2901,Bhavani Swaminathan,66,2,0
2016,2902,Januja Devan,66,1,0
2017,2903,Yatin Kota,39,3,0
2018,2905,Priya Venkatesh,34,3,0
2019,2908,Noah Dash,27,3,0
2020,2909,Darpan Nadkarni,47,3,0
2021,2911,Bhavna Kumer,68,2,0
2022,2912,Tripti Krishnan,85,1,0
2023,2913,Gavin Shah,38,2,0
2024,2916,Janaki Behl,70,1,0
2025,2919,Samaksh Rege,67,3,0
2026,2920,Damini Bava,13,3,0
2027,2921,Ladli Varma,24,3,0
2028,2922,Vamakshi Pant,83,2,0
2029,2923,Owen Singhal,35,1,0
2030,2923,Daksh Issac,55,3,0
2031,2924,Wyatt Ramanathan,25,1,0
2032,2925,Niharika Sem,76,1,0
2033,2926,Tanmayi Kurian,71,1,0
2034,2927,Omaja Datta,75,1,0
2035,2928,Rohan Ben,78,1,0
2036,2932,Anya Prakash,3,2,0
2037,2933,Raksha Bains,7,2,0
2038,2934,Devansh Datta,42,1,0
2039,2936,Zaid Agarwal,2,2,0
2040,2937,Urishilla Loke,40,2,0
2041,2939,Rohan Ben,84,3,0
2042,2939,Raagini Dugar,46,2,0
2043,2942,Vamakshi Shah,28,2,0
2044,2943,Upasna Suresh,52,2,0
2045,2944,Aarna Mallick,55,2,0
2046,2945,Janya Natarajan,81,1,0
2047,2946,Tanish Karan,16,3,1
2048,2946,Patrick Mangal,78,2,0
2049,2948,Ishaan Shenoy,41,2,0
2050,2949,Shivansh Sehgal,19,2,0
2051,2951,Saanvi Sami,51,1,0
2052,2952,Waida Sidhu,54,2,0
2053,2954,Zayyan Chakrabarti,20,3,0
2054,2954,Harini Tripathi,66,3,0
2055,2956,Ayushman Gopal,56,3,0
2056,2957,Dev Hans,74,3,0
2057,2959,Kala Khalsa,22,3,0
2058,2959,Praneel Ahuja,35,1,0
2059,2961,Aradhana Prashad,39,1,0
2060,2961,Theodore Chaudhary,68,3,0
2061,2962,Agastya Verma,11,3,0
2062,2963,Prisha Sangha,82,1,1
2063,2964,Saanvi Ravi,23,2,0
2064,2964,Gaurangi Minhas,65,1,0
2065,2965,Vincent Mody,35,3,0
